Name,wACSF_Rad0_0,wACSF_Rad0_1,wACSF_Rad0_2,wACSF_Rad0_3,wACSF_Rad0_4,wACSF_Rad0_5,wACSF_Rad0_6,wACSF_Rad0_7,wACSF_Rad0_8,wACSF_Rad0_9,wACSF_Rad1_0,wACSF_Rad1_1,wACSF_Rad1_2,wACSF_Rad1_3,wACSF_Rad1_4,wACSF_Rad1_5,wACSF_Rad1_6,wACSF_Rad1_7,wACSF_Rad1_8,wACSF_Rad1_9,wACSF_Rad2_0,wACSF_Rad2_1,wACSF_Rad2_2,wACSF_Rad2_3,wACSF_Rad2_4,wACSF_Rad2_5,wACSF_Rad2_6,wACSF_Rad2_7,wACSF_Rad2_8,wACSF_Rad2_9,wACSF_Rad3_0,wACSF_Rad3_1,wACSF_Rad3_2,wACSF_Rad3_3,wACSF_Rad3_4,wACSF_Rad3_5,wACSF_Rad3_6,wACSF_Rad3_7,wACSF_Rad3_8,wACSF_Rad3_9,wACSF_Rad4_0,wACSF_Rad4_1,wACSF_Rad4_2,wACSF_Rad4_3,wACSF_Rad4_4,wACSF_Rad4_5,wACSF_Rad4_6,wACSF_Rad4_7,wACSF_Rad4_8,wACSF_Rad4_9,wACSF_Rad5_0,wACSF_Rad5_1,wACSF_Rad5_2,wACSF_Rad5_3,wACSF_Rad5_4,wACSF_Rad5_5,wACSF_Rad5_6,wACSF_Rad5_7,wACSF_Rad5_8,wACSF_Rad5_9,wACSF_Rad6_0,wACSF_Rad6_1,wACSF_Rad6_2,wACSF_Rad6_3,wACSF_Rad6_4,wACSF_Rad6_5,wACSF_Rad6_6,wACSF_Rad6_7,wACSF_Rad6_8,wACSF_Rad6_9,wACSF_Rad7_0,wACSF_Rad7_1,wACSF_Rad7_2,wACSF_Rad7_3,wACSF_Rad7_4,wACSF_Rad7_5,wACSF_Rad7_6,wACSF_Rad7_7,wACSF_Rad7_8,wACSF_Rad7_9,wACSF_Ang0_0,wACSF_Ang0_1,wACSF_Ang0_2,wACSF_Ang0_3,wACSF_Ang0_4,wACSF_Ang0_5,wACSF_Ang0_6,wACSF_Ang0_7,wACSF_Ang0_8,wACSF_Ang0_9,wACSF_Ang1_0,wACSF_Ang1_1,wACSF_Ang1_2,wACSF_Ang1_3,wACSF_Ang1_4,wACSF_Ang1_5,wACSF_Ang1_6,wACSF_Ang1_7,wACSF_Ang1_8,wACSF_Ang1_9,wACSF_Ang2_0,wACSF_Ang2_1,wACSF_Ang2_2,wACSF_Ang2_3,wACSF_Ang2_4,wACSF_Ang2_5,wACSF_Ang2_6,wACSF_Ang2_7,wACSF_Ang2_8,wACSF_Ang2_9,wACSF_Ang3_0,wACSF_Ang3_1,wACSF_Ang3_2,wACSF_Ang3_3,wACSF_Ang3_4,wACSF_Ang3_5,wACSF_Ang3_6,wACSF_Ang3_7,wACSF_Ang3_8,wACSF_Ang3_9,wACSF_Ang4_0,wACSF_Ang4_1,wACSF_Ang4_2,wACSF_Ang4_3,wACSF_Ang4_4,wACSF_Ang4_5,wACSF_Ang4_6,wACSF_Ang4_7,wACSF_Ang4_8,wACSF_Ang4_9,wACSF_Ang5_0,wACSF_Ang5_1,wACSF_Ang5_2,wACSF_Ang5_3,wACSF_Ang5_4,wACSF_Ang5_5,wACSF_Ang5_6,wACSF_Ang5_7,wACSF_Ang5_8,wACSF_Ang5_9,wACSF_Ang6_0,wACSF_Ang6_1,wACSF_Ang6_2,wACSF_Ang6_3,wACSF_Ang6_4,wACSF_Ang6_5,wACSF_Ang6_6,wACSF_Ang6_7,wACSF_Ang6_8,wACSF_Ang6_9,wACSF_Ang7_0,wACSF_Ang7_1,wACSF_Ang7_2,wACSF_Ang7_3,wACSF_Ang7_4,wACSF_Ang7_5,wACSF_Ang7_6,wACSF_Ang7_7,wACSF_Ang7_8,wACSF_Ang7_9,wACSF_Ang8_0,wACSF_Ang8_1,wACSF_Ang8_2,wACSF_Ang8_3,wACSF_Ang8_4,wACSF_Ang8_5,wACSF_Ang8_6,wACSF_Ang8_7,wACSF_Ang8_8,wACSF_Ang8_9,wACSF_Ang9_0,wACSF_Ang9_1,wACSF_Ang9_2,wACSF_Ang9_3,wACSF_Ang9_4,wACSF_Ang9_5,wACSF_Ang9_6,wACSF_Ang9_7,wACSF_Ang9_8,wACSF_Ang9_9,wACSF_Ang10_0,wACSF_Ang10_1,wACSF_Ang10_2,wACSF_Ang10_3,wACSF_Ang10_4,wACSF_Ang10_5,wACSF_Ang10_6,wACSF_Ang10_7,wACSF_Ang10_8,wACSF_Ang10_9,wACSF_Ang11_0,wACSF_Ang11_1,wACSF_Ang11_2,wACSF_Ang11_3,wACSF_Ang11_4,wACSF_Ang11_5,wACSF_Ang11_6,wACSF_Ang11_7,wACSF_Ang11_8,wACSF_Ang11_9,wACSF_Ang12_0,wACSF_Ang12_1,wACSF_Ang12_2,wACSF_Ang12_3,wACSF_Ang12_4,wACSF_Ang12_5,wACSF_Ang12_6,wACSF_Ang12_7,wACSF_Ang12_8,wACSF_Ang12_9,wACSF_Ang13_0,wACSF_Ang13_1,wACSF_Ang13_2,wACSF_Ang13_3,wACSF_Ang13_4,wACSF_Ang13_5,wACSF_Ang13_6,wACSF_Ang13_7,wACSF_Ang13_8,wACSF_Ang13_9,wACSF_Ang14_0,wACSF_Ang14_1,wACSF_Ang14_2,wACSF_Ang14_3,wACSF_Ang14_4,wACSF_Ang14_5,wACSF_Ang14_6,wACSF_Ang14_7,wACSF_Ang14_8,wACSF_Ang14_9,wACSF_Ang15_0,wACSF_Ang15_1,wACSF_Ang15_2,wACSF_Ang15_3,wACSF_Ang15_4,wACSF_Ang15_5,wACSF_Ang15_6,wACSF_Ang15_7,wACSF_Ang15_8,wACSF_Ang15_9,wACSF_Ang16_0,wACSF_Ang16_1,wACSF_Ang16_2,wACSF_Ang16_3,wACSF_Ang16_4,wACSF_Ang16_5,wACSF_Ang16_6,wACSF_Ang16_7,wACSF_Ang16_8,wACSF_Ang16_9,wACSF_Ang17_0,wACSF_Ang17_1,wACSF_Ang17_2,wACSF_Ang17_3,wACSF_Ang17_4,wACSF_Ang17_5,wACSF_Ang17_6,wACSF_Ang17_7,wACSF_Ang17_8,wACSF_Ang17_9,wACSF_Ang18_0,wACSF_Ang18_1,wACSF_Ang18_2,wACSF_Ang18_3,wACSF_Ang18_4,wACSF_Ang18_5,wACSF_Ang18_6,wACSF_Ang18_7,wACSF_Ang18_8,wACSF_Ang18_9,wACSF_Ang19_0,wACSF_Ang19_1,wACSF_Ang19_2,wACSF_Ang19_3,wACSF_Ang19_4,wACSF_Ang19_5,wACSF_Ang19_6,wACSF_Ang19_7,wACSF_Ang19_8,wACSF_Ang19_9
4-(Methoxycarbonyl)phenyl ß-D-glucopyranoside,0,10,16,14,0,0,0,0,0,0,0,0,1,5,10,8,8,6,2,0,0,0,0,4,4,5,11,8,4,4,0,0,5,2,11,7,12,2,1,0,0,5,14,10,11,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,21,12,4,0,0,0,0,0,0,0,3,9,7,8,2,3,3,3,2,4,5,8,11,5,5,2,0,0,0,13,23,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,15,12,6,7,0,0,0,0,0,0,21,12,7,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
4-Trifluoromethylphenyl ß-D-glucopyranoside,0,3,19,13,2,0,0,0,0,0,0,0,0,1,6,7,12,6,5,0,0,0,0,0,4,0,8,10,6,9,0,0,2,2,7,10,9,1,6,0,0,0,17,9,10,1,0,0,0,0,1,29,7,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,14,13,7,0,0,0,0,0,0,0,1,3,6,6,4,6,2,3,6,0,5,0,7,2,9,7,3,2,2,8,12,9,6,2,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,28,8,1,0,0,0,0,0,0,0,7,12,8,5,5,0,0,0,0,0,7,17,8,5,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
4-Nitrophenyl ß-D-glucopyranoside,0,6,17,12,1,0,0,0,0,0,0,0,0,4,6,7,9,6,4,0,0,0,0,3,0,3,6,10,6,8,0,0,3,1,6,12,7,5,2,0,0,0,19,12,5,0,0,0,0,0,3,27,6,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,17,13,3,0,0,0,0,0,0,0,4,3,5,4,4,5,2,3,6,0,4,5,3,2,7,9,2,3,1,8,11,12,4,1,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,9,11,7,4,5,0,0,0,0,0,11,10,10,5,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
4-Bromophenyl ß-D-galactopyranoside,1,7,15,10,1,0,0,0,0,0,0,0,1,2,5,6,11,7,2,0,0,0,0,1,0,2,5,11,9,6,0,0,1,0,7,13,6,2,5,0,0,0,13,17,4,0,0,0,0,0,3,30,1,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,15,12,2,0,0,0,0,0,0,1,0,5,4,5,4,3,4,4,4,1,1,1,5,3,8,10,1,3,1,2,9,18,2,3,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,9,9,7,5,4,0,0,0,0,0,3,17,9,5,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
4-Chlorophenyl ß-D-galactopyranoside,1,8,12,12,1,0,0,0,0,0,0,0,1,0,9,5,8,6,5,0,0,0,0,1,0,2,9,8,9,5,0,0,0,1,5,14,10,2,2,0,0,0,14,17,3,0,0,0,0,0,12,19,3,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,16,11,3,0,0,0,0,0,0,0,3,4,5,5,3,4,3,5,2,1,1,4,3,4,10,6,1,3,1,2,10,16,3,3,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,11,9,7,5,2,0,0,0,0,0,7,12,11,4,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
4-Fluorophenyl β-D-galactopyranoside,0,7,15,11,1,0,0,0,0,0,0,0,1,1,8,5,9,5,5,0,0,0,0,1,1,4,5,8,9,6,0,0,0,1,6,12,11,3,1,0,0,1,15,17,1,0,0,0,0,0,14,16,4,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,16,12,2,0,0,0,0,0,0,0,2,6,5,5,3,3,3,5,2,2,4,1,4,2,11,5,2,2,1,2,12,15,3,2,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,9,12,6,5,2,0,0,0,0,0,9,12,9,4,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
4-Hydroxyphenyl ß-D-galactopyranoside,0,8,15,11,1,0,0,0,0,0,0,0,1,3,7,5,8,6,5,0,0,0,0,2,2,4,5,9,8,5,0,0,0,2,8,13,9,3,0,0,0,1,18,15,1,0,0,0,0,0,13,17,5,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,16,13,0,0,0,0,0,0,0,0,2,9,3,5,3,4,6,2,1,3,3,1,7,8,5,4,2,2,0,7,14,12,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,9,13,7,6,0,0,0,0,0,0,13,11,10,1,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
4-Methylphenyl β-D-galactopyranoside,0,8,16,10,3,0,0,0,0,0,0,0,2,4,9,7,4,6,5,0,0,0,0,5,4,3,7,8,4,6,0,0,4,3,6,13,10,1,0,0,0,0,18,15,4,0,0,0,0,0,5,25,7,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,19,7,6,0,0,0,0,0,0,1,5,5,8,4,3,2,4,3,2,3,8,6,4,8,4,4,0,0,0,14,17,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,15,9,5,8,0,0,0,0,0,0,18,11,8,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Phenyl β-D-galactopyranoside,0,8,12,13,1,0,0,0,0,0,0,0,0,5,7,4,6,7,5,0,0,0,0,2,4,0,3,12,8,5,0,0,0,2,8,13,8,3,0,0,0,3,14,16,1,0,0,0,0,0,15,14,5,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,14,14,0,0,0,0,0,0,0,0,6,5,2,5,4,3,4,4,1,2,4,2,3,6,11,1,4,1,0,6,8,17,2,1,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,13,7,8,6,0,0,0,0,0,0,12,10,9,3,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Methyl 4-(β-D-galactopyranosyloxy)benzoate,0,7,17,15,1,0,0,0,0,0,0,0,2,4,7,10,5,9,3,0,0,0,0,4,5,0,9,11,4,7,0,0,4,3,6,10,10,5,2,0,0,2,16,9,12,1,0,0,0,0,0,29,11,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,21,5,11,0,0,0,0,0,0,1,3,6,8,7,2,2,6,3,2,3,6,5,10,8,3,4,1,0,0,11,24,5,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,16,10,6,8,0,0,0,0,0,0,18,12,10,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
4-Acetamidophenyl β-D-galactopyranoside,0,11,17,12,1,0,0,0,0,0,0,0,2,5,8,9,8,7,2,0,0,0,0,6,3,5,7,10,5,5,0,0,4,4,8,10,10,4,1,0,0,3,17,12,9,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,22,12,4,0,0,0,0,0,0,0,7,5,9,6,3,3,5,1,2,4,6,11,5,9,4,2,0,0,0,16,22,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,15,15,4,7,0,0,0,0,0,0,22,13,6,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
4-(Trifluoromethyl)phenyl β-D-galactopyranoside,0,6,18,12,1,0,0,0,0,0,0,0,0,2,8,5,11,6,5,0,0,0,0,0,4,1,6,10,8,8,0,0,0,4,5,14,6,2,6,0,0,0,16,13,6,2,0,0,0,0,1,30,6,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,14,15,5,0,0,0,0,0,0,0,1,5,4,5,5,4,6,3,4,0,5,0,6,4,9,7,1,4,1,6,10,16,3,2,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,29,7,1,0,0,0,0,0,0,0,6,12,11,3,5,0,0,0,0,0,8,15,9,5,0,0,0,0,0,0,27,10,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
4-Nitrophenyl β-D-galactopyranoside,0,6,17,11,2,0,0,0,0,0,0,0,0,2,7,9,8,5,5,0,0,0,0,3,0,2,8,8,6,9,0,0,1,2,8,12,6,6,1,0,0,0,18,17,1,0,0,0,0,0,6,25,5,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,20,13,2,0,0,0,0,0,0,0,3,3,8,3,6,3,4,4,2,3,1,4,3,4,10,6,4,1,0,6,12,14,4,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,10,11,7,7,1,0,0,0,0,0,10,12,10,4,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
3-Methylphenyl ß-D-glucopyranoside,0,12,11,13,1,0,0,0,0,0,0,0,0,7,11,4,2,11,2,0,0,0,0,0,8,6,6,7,5,5,0,0,0,2,9,11,14,1,0,0,0,0,12,18,6,1,0,0,0,0,8,19,10,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,17,4,11,0,0,0,0,0,0,0,6,3,9,5,1,1,6,1,5,0,9,4,8,7,4,4,1,0,0,5,23,8,1,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,15,8,4,10,0,0,0,0,0,0,16,11,9,1,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
3-Methoxyphenyl ß-D-glucopyranoside,0,8,16,13,1,0,0,0,0,0,0,0,3,5,5,9,6,8,2,0,0,0,1,4,3,7,5,11,4,3,0,0,4,4,8,12,9,1,0,0,0,1,17,14,6,0,0,0,0,0,4,30,4,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,15,10,9,0,0,0,0,0,0,1,3,4,9,8,2,3,3,1,4,2,9,7,7,7,5,1,0,0,0,14,22,2,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,15,10,5,8,0,0,0,0,0,0,18,13,7,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
3-Hydroxyphenyl ß-D-glucopyranoside,0,10,13,11,1,0,0,0,0,0,0,0,1,5,7,3,9,6,4,0,0,0,0,0,6,2,8,7,6,6,0,0,0,2,8,11,12,2,0,0,0,1,17,13,4,0,0,0,0,0,12,17,6,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,4,15,11,5,0,0,0,0,0,0,0,4,6,3,3,3,4,4,4,4,0,7,2,2,3,3,9,4,3,2,6,10,13,5,1,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,12,7,8,3,5,0,0,0,0,0,12,6,12,5,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
3-Bromophenyl β-D-galactopyranoside,1,10,11,12,0,0,0,0,0,0,0,0,2,3,9,6,6,8,0,0,0,0,0,1,1,6,10,8,2,6,0,0,0,1,10,10,7,6,0,0,0,0,14,12,8,0,0,0,0,0,7,23,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,13,15,1,0,0,0,0,0,0,1,2,5,4,4,3,4,6,3,2,0,3,2,5,2,9,6,5,2,0,3,9,16,3,3,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,11,7,8,7,1,0,0,0,0,0,8,10,12,4,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
2-Bromophenyl β-D-galactopyranoside,0,14,13,6,1,0,0,0,0,0,0,0,2,7,6,7,5,3,4,0,0,0,0,2,3,5,8,6,6,4,0,0,0,0,11,15,7,1,0,0,0,4,11,15,4,0,0,0,0,0,16,16,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,13,15,6,0,0,0,0,0,0,0,0,6,6,3,4,7,2,3,1,2,2,2,3,10,5,0,4,2,4,2,2,14,12,5,1,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,14,9,5,5,1,0,0,0,0,0,11,13,6,2,2,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
